date,rule_id,feed_code,run_seq,units_checked,units_failed,minutes_late
2026-04-02,R-028,LOG,1,2,0,0
2026-04-02,R-029,LOG,1,30984,0,
2026-04-02,R-030,LOG,1,30984,0,
2026-04-02,R-031,LOG,1,30984,0,
2026-04-02,R-032,LOY,1,1,0,0
2026-04-02,R-033,LOY,1,1841861,0,
2026-04-02,R-034,LOY,1,1841861,0,
2026-04-02,R-035,PRD,1,83791,0,
2026-04-02,R-036,PRD,1,1,0,0
2026-04-02,R-037,PRD,1,83791,0,
2026-04-02,R-038,PRD,1,83791,0,
2026-04-02,R-039,PRD,1,83791,0,
2026-04-02,R-040,STO,1,641,0,
2026-04-02,R-041,STO,1,1,0,0
2026-04-02,R-042,STO,1,641,0,
2026-04-02,R-043,STO,1,641,0,
2026-04-02,R-044,STO,1,641,0,
2026-04-02,R-045,ECOM,1,141370,0,
2026-04-02,R-046,ECOM,1,141370,0,
2026-04-02,R-047,EDI,1,8645,0,
2026-04-02,R-048,POS,1,2287932,0,
2026-04-03,R-001,POS,1,2519658,0,
2026-04-03,R-002,POS,1,4,0,0
2026-04-03,R-003,POS,1,2519658,0,
2026-04-03,R-004,POS,1,19192559,0,
2026-04-03,R-005,POS,1,2519658,0,
2026-04-03,R-006,POS,1,2519658,0,
2026-04-03,R-007,ECOM,1,144522,0,
2026-04-03,R-008,ECOM,1,144522,0,
2026-04-03,R-009,ECOM,1,144522,0,
2026-04-03,R-010,GL,1,95856,0,
2026-04-03,R-011,GL,1,95856,0,
2026-04-03,R-012,GL,1,1,0,0
2026-04-03,R-013,LOY,1,1842151,0,
2026-04-03,R-014,LOY,1,1842151,3476,
2026-04-03,R-015,LOY,1,1842151,0,
2026-04-03,R-016,ECOM,1,1017753,0,
2026-04-03,R-017,EDI,1,3,0,0
2026-04-03,R-018,EDI,1,8711,0,
2026-04-03,R-019,EDI,1,8711,0,
2026-04-03,R-020,EDI,1,8711,0,
2026-04-03,R-022,EDI,1,1550991,0,
2026-04-03,R-023,ECOM,1,1,0,0
2026-04-03,R-024,GL,1,95856,0,
2026-04-03,R-025,GL,1,95856,0,
2026-04-03,R-026,GL,1,42582475,0,
2026-04-03,R-027,LOG,1,30859,0,
2026-04-03,R-028,LOG,1,2,0,0
2026-04-03,R-029,LOG,1,30859,0,
2026-04-03,R-030,LOG,1,30859,0,
2026-04-03,R-031,LOG,1,30859,0,
2026-04-03,R-032,LOY,1,1,0,0
2026-04-03,R-033,LOY,1,1842151,0,
2026-04-03,R-034,LOY,1,1842151,0,
2026-04-03,R-035,PRD,1,83801,0,
2026-04-03,R-036,PRD,1,1,0,0
2026-04-03,R-037,PRD,1,83801,0,
2026-04-03,R-038,PRD,1,83801,0,
2026-04-03,R-039,PRD,1,83801,0,
2026-04-03,R-040,STO,1,641,0,
2026-04-03,R-041,STO,1,1,0,0
2026-04-03,R-042,STO,1,641,0,
2026-04-03,R-043,STO,1,641,0,
2026-04-03,R-044,STO,1,641,0,
2026-04-03,R-045,ECOM,1,144522,0,
2026-04-03,R-046,ECOM,1,144522,0,
2026-04-03,R-047,EDI,1,8711,0,
2026-04-03,R-048,POS,1,2519658,0,
2026-04-04,R-001,POS,1,2808997,0,
2026-04-04,R-002,POS,1,4,0,0
2026-04-04,R-003,POS,1,2808997,0,
2026-04-04,R-004,POS,1,21531354,0,
2026-04-04,R-005,POS,1,2808997,0,
2026-04-04,R-006,POS,1,2808997,0,
2026-04-04,R-007,ECOM,1,132502,0,
2026-04-04,R-008,ECOM,1,132502,0,
2026-04-04,R-009,ECOM,1,132502,0,
2026-04-04,R-013,LOY,1,1842550,0,
2026-04-04,R-014,LOY,1,1842550,3873,
2026-04-04,R-015,LOY,1,1842550,0,
2026-04-04,R-016,ECOM,1,943082,0,
2026-04-04,R-017,EDI,1,3,0,9
2026-04-04,R-018,EDI,1,7945,0,
2026-04-04,R-019,EDI,1,7945,0,
2026-04-04,R-020,EDI,1,7945,0,
2026-04-04,R-022,EDI,1,1412448,0,
2026-04-04,R-023,ECOM,1,1,0,0
2026-04-04,R-027,LOG,1,28305,0,
2026-04-04,R-028,LOG,1,2,0,0
2026-04-04,R-029,LOG,1,28305,0,
2026-04-04,R-030,LOG,1,28305,0,
2026-04-04,R-031,LOG,1,28305,0,
2026-04-04,R-032,LOY,1,1,0,0
2026-04-04,R-033,LOY,1,1842550,0,
2026-04-04,R-034,LOY,1,1842550,0,
2026-04-04,R-035,PRD,1,83802,0,
2026-04-04,R-036,PRD,1,1,0,0
2026-04-04,R-037,PRD,1,83802,0,
2026-04-04,R-038,PRD,1,83802,0,
2026-04-04,R-039,PRD,1,83802,0,
2026-04-04,R-040,STO,1,641,0,
2026-04-04,R-041,STO,1,1,0,0
2026-04-04,R-042,STO,1,641,0,
2026-04-04,R-043,STO,1,641,0,
2026-04-04,R-044,STO,1,641,0,
2026-04-04,R-045,ECOM,1,132502,0,
2026-04-04,R-046,ECOM,1,132502,0,
2026-04-04,R-047,EDI,1,7945,0,
2026-04-04,R-048,POS,1,2808997,0,
2026-04-05,R-001,POS,1,2433636,0,
2026-04-05,R-002,POS,1,4,0,0
2026-04-05,R-003,POS,1,2433636,0,
2026-04-05,R-004,POS,1,18492181,0,
2026-04-05,R-005,POS,1,2433636,0,
2026-04-05,R-006,POS,1,2433636,0,
2026-04-05,R-007,ECOM,1,145916,0,
2026-04-05,R-008,ECOM,1,145916,0,
2026-04-05,R-009,ECOM,1,145916,0,
2026-04-05,R-013,LOY,1,1842852,0,
2026-04-05,R-014,LOY,1,1842852,3454,
2026-04-05,R-015,LOY,1,1842852,0,
2026-04-05,R-016,ECOM,1,1035316,0,
2026-04-05,R-023,ECOM,1,1,0,0
2026-04-05,R-027,LOG,1,21595,0,
2026-04-05,R-028,LOG,1,2,0,0
2026-04-05,R-029,LOG,1,21595,0,
2026-04-05,R-030,LOG,1,21595,0,
2026-04-05,R-031,LOG,1,21595,0,
2026-04-05,R-032,LOY,1,1,0,0
2026-04-05,R-033,LOY,1,1842852,0,
2026-04-05,R-034,LOY,1,1842852,0,
2026-04-05,R-035,PRD,1,83805,0,
2026-04-05,R-036,PRD,1,1,0,0
2026-04-05,R-037,PRD,1,83805,0,
2026-04-05,R-038,PRD,1,83805,0,
2026-04-05,R-039,PRD,1,83805,0,
2026-04-05,R-040,STO,1,641,0,
2026-04-05,R-041,STO,1,1,0,0
2026-04-05,R-042,STO,1,641,0,
2026-04-05,R-043,STO,1,641,0,
2026-04-05,R-044,STO,1,641,0,
2026-04-05,R-045,ECOM,1,145916,0,
2026-04-05,R-046,ECOM,1,145916,0,
2026-04-05,R-048,POS,1,2433636,0,
2026-04-06,R-001,POS,1,2262400,0,
2026-04-06,R-002,POS,1,4,0,0
2026-04-06,R-003,POS,1,2262400,0,
2026-04-06,R-004,POS,1,17283153,0,
2026-04-06,R-005,POS,1,2262400,0,
2026-04-06,R-006,POS,1,2262400,0,
2026-04-06,R-007,ECOM,1,156077,0,
2026-04-06,R-008,ECOM,1,156077,0,
2026-04-06,R-009,ECOM,1,156077,0,
2026-04-06,R-010,GL,1,91117,0,
2026-04-06,R-011,GL,1,91117,0,
2026-04-06,R-012,GL,1,1,0,0
2026-04-06,R-013,LOY,1,1843163,0,
2026-04-06,R-014,LOY,1,1843163,3990,
2026-04-06,R-015,LOY,1,1843163,0,
2026-04-06,R-016,ECOM,1,1103828,0,
2026-04-06,R-017,EDI,1,3,0,0
2026-04-06,R-018,EDI,1,9911,0,
2026-04-06,R-019,EDI,1,9911,0,
2026-04-06,R-020,EDI,1,9911,0,
2026-04-06,R-022,EDI,1,1775178,0,
2026-04-06,R-023,ECOM,1,1,0,0
2026-04-06,R-024,GL,1,91117,0,
2026-04-06,R-025,GL,1,91117,0,
2026-04-06,R-026,GL,1,40684792,0,
2026-04-06,R-027,LOG,1,31097,0,
2026-04-06,R-028,LOG,1,2,0,0
2026-04-06,R-029,LOG,1,31097,0,
2026-04-06,R-030,LOG,1,31097,0,
2026-04-06,R-031,LOG,1,31097,0,
2026-04-06,R-032,LOY,1,1,0,0
2026-04-06,R-033,LOY,1,1843163,0,
2026-04-06,R-034,LOY,1,1843163,0,
2026-04-06,R-035,PRD,1,83807,0,
2026-04-06,R-036,PRD,1,1,0,0
2026-04-06,R-037,PRD,1,83807,0,
2026-04-06,R-038,PRD,1,83807,0,
2026-04-06,R-039,PRD,1,83807,0,
2026-04-06,R-040,STO,1,641,0,
2026-04-06,R-041,STO,1,1,0,0
2026-04-06,R-042,STO,1,641,0,
2026-04-06,R-043,STO,1,641,0,
2026-04-06,R-044,STO,1,641,0,
2026-04-06,R-045,ECOM,1,156077,0,
2026-04-06,R-046,ECOM,1,156077,0,
2026-04-06,R-047,EDI,1,9911,0,
2026-04-06,R-048,POS,1,2262400,0,
2026-04-07,R-001,POS,1,2124770,0,
2026-04-07,R-002,POS,1,4,0,0
2026-04-07,R-003,POS,1,2124770,0,
2026-04-07,R-004,POS,1,16328420,0,
2026-04-07,R-005,POS,1,2124770,0,
2026-04-07,R-006,POS,1,2124770,0,
2026-04-07,R-007,ECOM,1,141529,0,
2026-04-07,R-008,ECOM,1,141529,0,
2026-04-07,R-009,ECOM,1,141529,0,
2026-04-07,R-010,GL,1,90543,0,
2026-04-07,R-011,GL,1,90543,0,
2026-04-07,R-012,GL,1,1,0,0
2026-04-07,R-013,LOY,1,1843539,0,
2026-04-07,R-014,LOY,1,1843539,3910,
2026-04-07,R-015,LOY,1,1843539,0,
2026-04-07,R-016,ECOM,1,1005860,0,
2026-04-07,R-017,EDI,1,3,0,0
2026-04-07,R-018,EDI,1,8628,0,
2026-04-07,R-019,EDI,1,8628,0,
2026-04-07,R-020,EDI,1,8628,0,
2026-04-07,R-022,EDI,1,1532637,0,
2026-04-07,R-023,ECOM,1,1,0,0
2026-04-07,R-024,GL,1,90543,0,
2026-04-07,R-025,GL,1,90543,0,
2026-04-07,R-026,GL,1,40416901,0,
2026-04-07,R-027,LOG,1,31274,0,
2026-04-07,R-028,LOG,1,2,0,0
2026-04-07,R-029,LOG,1,31274,0,
2026-04-07,R-030,LOG,1,31274,0,
2026-04-07,R-031,LOG,1,31274,0,
2026-04-07,R-032,LOY,1,1,0,0
2026-04-07,R-033,LOY,1,1843539,0,
2026-04-07,R-034,LOY,1,1843539,0,
2026-04-07,R-035,PRD,1,83815,0,
2026-04-07,R-036,PRD,1,1,0,0
2026-04-07,R-037,PRD,1,83815,0,
2026-04-07,R-038,PRD,1,83815,0,
2026-04-07,R-039,PRD,1,83815,0,
2026-04-07,R-040,STO,1,641,0,
2026-04-07,R-041,STO,1,1,0,0
2026-04-07,R-042,STO,1,641,0,
2026-04-07,R-043,STO,1,641,0,
2026-04-07,R-044,STO,1,641,0,
2026-04-07,R-045,ECOM,1,141529,0,
2026-04-07,R-046,ECOM,1,141529,0,
2026-04-07,R-047,EDI,1,8628,0,
2026-04-07,R-048,POS,1,2124770,0,
2026-04-08,R-001,POS,1,2233349,0,
2026-04-08,R-002,POS,1,4,0,0
2026-04-08,R-003,POS,1,2233349,0,
2026-04-08,R-004,POS,1,17019716,0,
2026-04-08,R-005,POS,1,2233349,0,
2026-04-08,R-006,POS,1,2233349,0,
2026-04-08,R-007,ECOM,1,136259,0,
2026-04-08,R-008,ECOM,1,136259,0,
2026-04-08,R-009,ECOM,1,136259,0,
2026-04-08,R-010,GL,1,89069,0,
2026-04-08,R-011,GL,1,89069,0,
2026-04-08,R-012,GL,1,1,0,0
2026-04-08,R-013,LOY,1,1843913,0,
2026-04-08,R-014,LOY,1,1843913,3581,
2026-04-08,R-015,LOY,1,1843913,0,
2026-04-08,R-016,ECOM,1,970338,0,
2026-04-08,R-017,EDI,1,3,0,0
2026-04-08,R-018,EDI,1,8373,0,
2026-04-08,R-019,EDI,1,8373,0,
2026-04-08,R-020,EDI,1,8373,0,
2026-04-08,R-022,EDI,1,1489387,0,
2026-04-08,R-023,ECOM,1,1,0,0
2026-04-08,R-024,GL,1,89069,0,
2026-04-08,R-025,GL,1,89069,0,
2026-04-08,R-026,GL,1,39630646,0,
2026-04-08,R-027,LOG,1,30166,0,
2026-04-08,R-028,LOG,1,2,0,0
2026-04-08,R-029,LOG,1,30166,0,
2026-04-08,R-030,LOG,1,30166,0,
2026-04-08,R-031,LOG,1,30166,0,
2026-04-08,R-032,LOY,1,1,0,0
2026-04-08,R-033,LOY,1,1843913,0,
2026-04-08,R-034,LOY,1,1843913,0,
2026-04-08,R-035,PRD,1,83824,0,
2026-04-08,R-036,PRD,1,1,0,0
2026-04-08,R-037,PRD,1,83824,0,
2026-04-08,R-038,PRD,1,83824,0,
2026-04-08,R-039,PRD,1,83824,0,
2026-04-08,R-040,STO,1,641,0,
2026-04-08,R-041,STO,1,1,0,0
2026-04-08,R-042,STO,1,641,0,
2026-04-08,R-043,STO,1,641,0,
2026-04-08,R-044,STO,1,641,0,
2026-04-08,R-045,ECOM,1,136259,0,
2026-04-08,R-046,ECOM,1,136259,0,
2026-04-08,R-047,EDI,1,8373,0,
2026-04-08,R-048,POS,1,2233349,0,
2026-04-09,R-001,POS,1,2338040,0,
2026-04-09,R-002,POS,1,4,0,0
2026-04-09,R-003,POS,1,2338040,0,
2026-04-09,R-004,POS,1,17946312,0,
2026-04-09,R-005,POS,1,2338040,0,
2026-04-09,R-006,POS,1,2338040,0,
2026-04-09,R-007,ECOM,1,139266,0,
2026-04-09,R-008,ECOM,1,139266,0,
2026-04-09,R-009,ECOM,1,139266,0,
2026-04-09,R-010,GL,1,90851,0,
2026-04-09,R-011,GL,1,90851,0,
2026-04-09,R-012,GL,1,1,0,10
2026-04-09,R-013,LOY,1,1844282,0,
2026-04-09,R-014,LOY,1,1844282,3793,
2026-04-09,R-015,LOY,1,1844282,0,
2026-04-09,R-016,ECOM,1,982592,0,
2026-04-09,R-017,EDI,1,3,0,0
2026-04-09,R-018,EDI,1,8636,0,
2026-04-09,R-019,EDI,1,8636,0,
2026-04-09,R-020,EDI,1,8636,0,
2026-04-09,R-022,EDI,1,1545868,0,
2026-04-09,R-023,ECOM,1,1,0,0
2026-04-09,R-024,GL,1,90851,0,
2026-04-09,R-025,GL,1,90851,0,
2026-04-09,R-026,GL,1,40210302,0,
2026-04-09,R-027,LOG,1,29828,0,
2026-04-09,R-028,LOG,1,2,0,0
2026-04-09,R-029,LOG,1,29828,0,
2026-04-09,R-030,LOG,1,29828,0,
2026-04-09,R-031,LOG,1,29828,0,
2026-04-09,R-032,LOY,1,1,0,0
2026-04-09,R-033,LOY,1,1844282,0,
2026-04-09,R-034,LOY,1,1844282,0,
2026-04-09,R-035,PRD,1,83825,0,
2026-04-09,R-036,PRD,1,1,0,0
2026-04-09,R-037,PRD,1,83825,0,
2026-04-09,R-038,PRD,1,83825,0,
2026-04-09,R-039,PRD,1,83825,0,
2026-04-09,R-040,STO,1,641,0,
2026-04-09,R-041,STO,1,1,0,0
2026-04-09,R-042,STO,1,641,0,
2026-04-09,R-043,STO,1,641,0,
2026-04-09,R-044,STO,1,641,0,
2026-04-09,R-045,ECOM,1,139266,0,
2026-04-09,R-046,ECOM,1,139266,0,
2026-04-09,R-047,EDI,1,8636,0,
2026-04-09,R-048,POS,1,2338040,0,
2026-04-10,R-001,POS,1,2565397,0,
2026-04-10,R-002,POS,1,4,0,0
2026-04-10,R-003,POS,1,2565397,0,
2026-04-10,R-004,POS,1,19676781,0,
2026-04-10,R-005,POS,1,2565397,0,
2026-04-10,R-006,POS,1,2565397,0,
2026-04-10,R-007,ECOM,1,141713,0,
2026-04-10,R-008,ECOM,1,141713,0,
2026-04-10,R-009,ECOM,1,141713,0,
2026-04-10,R-010,GL,1,95311,0,
2026-04-10,R-011,GL,1,95311,0,
2026-04-10,R-012,GL,1,1,0,0
2026-04-10,R-013,LOY,1,1844615,0,
2026-04-10,R-014,LOY,1,1844615,3735,
2026-04-10,R-015,LOY,1,1844615,0,
2026-04-10,R-016,ECOM,1,1003943,0,
2026-04-10,R-017,EDI,1,3,0,0
2026-04-10,R-018,EDI,1,8933,0,
2026-04-10,R-019,EDI,1,8933,0,
2026-04-10,R-020,EDI,1,8933,0,
2026-04-10,R-022,EDI,1,1591560,0,
2026-04-10,R-023,ECOM,1,1,0,0
2026-04-10,R-024,GL,1,95311,0,
2026-04-10,R-025,GL,1,95311,0,
2026-04-10,R-026,GL,1,42228502,0,
2026-04-10,R-027,LOG,1,30799,0,
2026-04-10,R-028,LOG,1,2,0,0
2026-04-10,R-029,LOG,1,30799,0,
2026-04-10,R-030,LOG,1,30799,0,
2026-04-10,R-031,LOG,1,30799,0,
2026-04-10,R-032,LOY,1,1,0,0
2026-04-10,R-033,LOY,1,1844615,0,
2026-04-10,R-034,LOY,1,1844615,0,
2026-04-10,R-035,PRD,1,83828,0,
2026-04-10,R-036,PRD,1,1,0,0
2026-04-10,R-037,PRD,1,83828,0,
2026-04-10,R-038,PRD,1,83828,0,
2026-04-10,R-039,PRD,1,83828,0,
2026-04-10,R-040,STO,1,641,0,
2026-04-10,R-041,STO,1,1,0,0
2026-04-10,R-042,STO,1,641,0,
2026-04-10,R-043,STO,1,641,0,
2026-04-10,R-044,STO,1,641,0,
2026-04-10,R-045,ECOM,1,141713,0,
2026-04-10,R-046,ECOM,1,141713,0,
2026-04-10,R-047,EDI,1,8933,0,
2026-04-10,R-048,POS,1,2565397,0,
2026-04-11,R-001,POS,1,2836811,0,
2026-04-11,R-002,POS,1,4,0,0
2026-04-11,R-003,POS,1,2836811,0,
2026-04-11,R-004,POS,1,21767198,0,
2026-04-11,R-005,POS,1,2836811,0,
2026-04-11,R-006,POS,1,2836811,0,
2026-04-11,R-007,ECOM,1,132272,0,
2026-04-11,R-008,ECOM,1,132272,0,
2026-04-11,R-009,ECOM,1,132272,0,
2026-04-11,R-013,LOY,1,1845010,0,
2026-04-11,R-014,LOY,1,1845010,3394,
2026-04-11,R-015,LOY,1,1845010,0,
2026-04-11,R-016,ECOM,1,938446,0,
2026-04-11,R-017,EDI,1,3,0,0
2026-04-11,R-018,EDI,1,7757,0,
2026-04-11,R-019,EDI,1,7757,0,
2026-04-11,R-020,EDI,1,7757,0,
2026-04-11,R-022,EDI,1,1377407,0,
2026-04-11,R-023,ECOM,1,1,0,0
2026-04-11,R-027,LOG,1,28051,0,
2026-04-11,R-028,LOG,1,2,0,0
2026-04-11,R-029,LOG,1,28051,0,
2026-04-11,R-030,LOG,1,28051,0,
2026-04-11,R-031,LOG,1,28051,0,
2026-04-11,R-032,LOY,1,1,0,0
2026-04-11,R-033,LOY,1,1845010,0,
2026-04-11,R-034,LOY,1,1845010,0,
2026-04-11,R-035,PRD,1,83839,0,
2026-04-11,R-036,PRD,1,1,0,0
2026-04-11,R-037,PRD,1,83839,0,
2026-04-11,R-038,PRD,1,83839,0,
2026-04-11,R-039,PRD,1,83839,0,
2026-04-11,R-040,STO,1,641,0,
2026-04-11,R-041,STO,1,1,0,0
2026-04-11,R-042,STO,1,641,0,
2026-04-11,R-043,STO,1,641,0,
2026-04-11,R-044,STO,1,641,0,
2026-04-11,R-045,ECOM,1,132272,0,
2026-04-11,R-046,ECOM,1,132272,0,
2026-04-11,R-047,EDI,1,7757,0,
2026-04-11,R-048,POS,1,2836811,0,
2026-04-12,R-001,POS,1,2415322,0,
2026-04-12,R-002,POS,1,4,0,0
2026-04-12,R-003,POS,1,2415322,0,
2026-04-12,R-004,POS,1,18541524,0,
2026-04-12,R-005,POS,1,2415322,0,
2026-04-12,R-006,POS,1,2415322,0,
2026-04-12,R-007,ECOM,1,144871,0,
2026-04-12,R-008,ECOM,1,144871,0,
2026-04-12,R-009,ECOM,1,144871,0,
2026-04-12,R-013,LOY,1,1845315,0,
2026-04-12,R-014,LOY,1,1845315,3472,
2026-04-12,R-015,LOY,1,1845315,0,
2026-04-12,R-016,ECOM,1,1023917,0,
2026-04-12,R-023,ECOM,1,1,0,0
2026-04-12,R-027,LOG,1,20969,0,
2026-04-12,R-028,LOG,1,2,0,0
2026-04-12,R-029,LOG,1,20969,0,
2026-04-12,R-030,LOG,1,20969,0,
2026-04-12,R-031,LOG,1,20969,0,
2026-04-12,R-032,LOY,1,1,0,0
2026-04-12,R-033,LOY,1,1845315,0,
2026-04-12,R-034,LOY,1,1845315,0,
2026-04-12,R-035,PRD,1,83848,0,
2026-04-12,R-036,PRD,1,1,0,0
2026-04-12,R-037,PRD,1,83848,0,
2026-04-12,R-038,PRD,1,83848,0,
2026-04-12,R-039,PRD,1,83848,0,
2026-04-12,R-040,STO,1,641,0,
2026-04-12,R-041,STO,1,1,0,0
2026-04-12,R-042,STO,1,641,0,
2026-04-12,R-043,STO,1,641,0,
2026-04-12,R-044,STO,1,641,0,
2026-04-12,R-045,ECOM,1,144871,0,
2026-04-12,R-046,ECOM,1,144871,0,
2026-04-12,R-048,POS,1,2415322,0,
2026-04-13,R-001,POS,1,2233947,0,
2026-04-13,R-002,POS,1,4,0,0
2026-04-13,R-003,POS,1,2233947,0,
2026-04-13,R-004,POS,1,16982566,0,
2026-04-13,R-005,POS,1,2233947,0,
2026-04-13,R-006,POS,1,2233947,0,
2026-04-13,R-007,ECOM,1,156168,0,
2026-04-13,R-008,ECOM,1,156168,0,
2026-04-13,R-009,ECOM,1,156168,0,
2026-04-13,R-010,GL,1,93389,0,
2026-04-13,R-011,GL,1,93389,0,
2026-04-13,R-012,GL,1,1,0,0
2026-04-13,R-013,LOY,1,1845611,0,
2026-04-13,R-014,LOY,1,1845611,3416,
2026-04-13,R-015,LOY,1,1845611,0,
2026-04-13,R-016,ECOM,1,1101183,0,
2026-04-13,R-017,EDI,1,3,0,0
2026-04-13,R-018,EDI,1,10174,0,
2026-04-13,R-019,EDI,1,10174,0,
2026-04-13,R-020,EDI,1,10174,0,
2026-04-13,R-022,EDI,1,1815203,0,
2026-04-13,R-023,ECOM,1,1,0,0
2026-04-13,R-024,GL,1,93389,0,
2026-04-13,R-025,GL,1,93389,0,
2026-04-13,R-026,GL,1,41229475,0,
2026-04-13,R-027,LOG,1,30631,0,
2026-04-13,R-028,LOG,1,2,0,0
2026-04-13,R-029,LOG,1,30631,0,
2026-04-13,R-030,LOG,1,30631,0,
2026-04-13,R-031,LOG,1,30631,0,
2026-04-13,R-032,LOY,1,1,0,0
2026-04-13,R-033,LOY,1,1845611,0,
2026-04-13,R-034,LOY,1,1845611,0,
2026-04-13,R-035,PRD,1,83849,0,
2026-04-13,R-036,PRD,1,1,0,0
2026-04-13,R-037,PRD,1,83849,0,
2026-04-13,R-038,PRD,1,83849,0,
2026-04-13,R-039,PRD,1,83849,0,
2026-04-13,R-040,STO,1,641,0,
2026-04-13,R-041,STO,1,1,0,0
2026-04-13,R-042,STO,1,641,0,
2026-04-13,R-043,STO,1,641,0,
2026-04-13,R-044,STO,1,641,0,
2026-04-13,R-045,ECOM,1,156168,0,
2026-04-13,R-046,ECOM,1,156168,0,
2026-04-13,R-047,EDI,1,10174,0,
2026-04-13,R-048,POS,1,2233947,0,
2026-04-14,R-001,POS,1,2166793,0,
2026-04-14,R-002,POS,1,4,0,0
2026-04-14,R-003,POS,1,2166793,0,
2026-04-14,R-004,POS,1,16547187,0,
2026-04-14,R-005,POS,1,2166793,0,
2026-04-14,R-006,POS,1,2166793,0,
2026-04-14,R-007,ECOM,1,142013,0,
2026-04-14,R-008,ECOM,1,142013,0,
2026-04-14,R-009,ECOM,1,142013,0,
2026-04-14,R-010,GL,1,90258,0,
2026-04-14,R-011,GL,1,90258,0,
2026-04-14,R-012,GL,1,1,0,0
2026-04-14,R-013,LOY,1,1845914,0,
2026-04-14,R-014,LOY,1,1845914,4266,
2026-04-14,R-015,LOY,1,1845914,0,
2026-04-14,R-016,ECOM,1,1006278,0,
2026-04-14,R-017,EDI,1,3,0,0
2026-04-14,R-018,EDI,1,8732,0,
2026-04-14,R-019,EDI,1,8732,0,
2026-04-14,R-020,EDI,1,8732,0,
2026-04-14,R-022,EDI,1,1560121,0,
2026-04-14,R-023,ECOM,1,1,0,0
2026-04-14,R-024,GL,1,90258,0,
2026-04-14,R-025,GL,1,90258,0,
2026-04-14,R-026,GL,1,40063836,0,
2026-04-14,R-027,LOG,1,30866,0,
2026-04-14,R-028,LOG,1,2,0,0
2026-04-14,R-029,LOG,1,30866,0,
2026-04-14,R-030,LOG,1,30866,0,
2026-04-14,R-031,LOG,1,30866,0,
